"pseudo_id","city_code","organization_id","grade","class","month","indicator","subject","video_item_sn","review_sn","review_start_timestamp","review_end_timestamp","review_start_time","review_end_time","review_total_time","review_finish_rate","review_plus_sn","review_plus_view_time","review_plus_view_action","review_plus_timestamp","review_plus_turbo","question_sn","question_timestamp","video_exam_sn","exam_ans_time","exam_binary_res","exam_timestamp","prac_sn","prac_date","prac_during_time","prac_score_rate","prac_start_time","prac_stop_time","prac_binary_res","prac_questions","prac_client_items_idle_time","sn1","action_time","action_name","classification","resource_name","video_len","video_start_time","video_end_time","video_action_time","search_keyword","search_count","platform","sn2","use_math_view_id","use_grade_id","use_semester_id","unit_id","unit_name","answer_problem_num","is_answer","game_time","last_modified"
"92440","A","426","5","14","10","P-1-Ch16-01","LIS自然","17133","83704334","0.00","229.33","2023-10-24 14:19:57","2023-10-24 14:24:35","229.33","60","1062049740","2023-10-24 14:19:57","browse","0.00","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
